    0.186139224403551767E+00    0.279673091898174819E+01    0.240363423255263269E-01    0.739062301299316937E+00    0.717590661927332230E+00    0.113870068099162641E+00    0.284513940806790622E+01    0.209075371016750819E-01    0.114561835628073760E+01    0.741383042627001609E+00   -0.587522649725459090E+01    0.895065852678828655E+00    0.149700918247365844E+01    0.744706135708819250E+01    0.408158335354669000E+00    0.853706217939671164E+00    0.245206759849509154E+00    0.803250960049984752E+00   -0.111929524147330625E+03
    0.208257295347121341E+00    0.276438877535400707E+01    0.215470920212597547E-01    0.964557703946409051E+00    0.640013234367054373E+00    0.906917311221056011E-01    0.487917308702509978E+01    0.228373240133526549E-01    0.112857359351425801E+01    0.696523426081181896E+00    0.166616199566677992E+01    0.284862021977409263E+01    0.234179352756552461E+01    0.191372469784674104E+01    0.561022664921481673E+00    0.951468370960556364E+00    0.234010620528114249E+00    0.182107457433773345E+01   -0.111093361446201499E+03
    0.177806467218191266E+00    0.232249758943039009E+01    0.251819191921836376E-01    0.117634935822794473E+01    0.752011560320461347E+00    0.143963401082591785E+00    0.226482438574243394E+01    0.189005138913479996E-01    0.927575674673470907E+00    0.695903990119881466E+00    0.512552409898481720E+01    0.507997296979003643E+00    0.209146790947895989E+01    0.453710466367350307E+01    0.358940247227598985E+00    0.808737720473419408E+00    0.336299496452944102E+00    0.633890882673874945E+00   -0.110680944394463125E+03
    0.208143912520955515E+00    0.310166759707864159E+01    0.252968512822971600E-01    0.826801331463184463E+00    0.701913354847015669E+00    0.840518985482913705E-01    0.484496615513317508E+01    0.212804633899425291E-01    0.115222488298334858E+01    0.700648061652129117E+00   -0.310763669220594707E+01   -0.357264602461579095E+00    0.220945564976644881E+01    0.760201900447914891E+01    0.473815959002714338E+00    0.107398007367706683E+01    0.214566527653035216E+00    0.173669994999350119E+01   -0.110380145558218061E+03
    0.262562332691625488E+00    0.288715315803026229E+01    0.215024495720602844E-01    0.959571768598054708E+00    0.738862284924193147E+00    0.817219119679195027E-01    0.371689148823318938E+01    0.244254764612748948E-01    0.799465681947317153E+00    0.716744016672698048E+00   -0.421944463418339577E+01   -0.332040960796952334E+00    0.969435181509615274E+00    0.685411813621888122E+01    0.520343815153578304E+00    0.118467059013880660E+01    0.206624188643589141E+00    0.831817636111610414E+00   -0.109716730290626302E+03
    0.331405566713376731E+00    0.185867118622913052E+01    0.220974229411091821E-01    0.107703009919520287E+01    0.738009034966486288E+00    0.104093414088692993E+00    0.386372901732229312E+01    0.190021007245795952E-01    0.114656216268677524E+01    0.668118499422123313E+00    0.190498131519676939E+01   -0.141430056808136584E+01    0.665312717855503832E+00    0.483207844760428173E+01    0.649037415800753248E+00    0.820683000963674858E+00    0.275762517335605195E+00    0.124586910280360441E+01   -0.109659650599332338E+03
    0.109183396907403155E+00    0.373838493854729226E+01    0.222780042665935221E-01    0.119891653236509055E+01    0.711733121292776216E+00    0.659739699352982073E-01    0.344912365469901072E+01    0.214456312974397774E-01    0.727392655012948142E+00    0.674124804562082569E+00    0.525730892853715304E+01    0.190008049000624446E+01    0.413056197158590988E+00    0.371803403208350680E+01    0.259515859487012224E+00    0.122094629112903208E+01    0.192365952091542919E+00    0.628457564101521537E+00   -0.109622281698069486E+03
    0.198782256704782251E+00    0.270694842088956023E+01    0.232520415121236675E-01    0.105397427340752503E+01    0.804861760313780650E+00    0.909284157803914445E-01    0.498355666688909427E+01    0.245784017666037177E-01    0.126070506025007645E+01    0.672239315168710827E+00   -0.182440832514742102E+01   -0.101697789985749143E+01    0.311308577409305398E+01    0.407848643187410786E+01    0.342750011388350484E+00    0.101718102048820636E+01    0.255599383565789817E+00    0.197676996998428312E+01   -0.109533605935358892E+03
    0.442811762836562650E+00    0.214339852208153392E+01    0.218766161710350696E-01    0.796963970401582400E+00    0.762413620000696901E+00    0.122049703044673413E+00    0.271149310982793690E+01    0.213368133009445848E-01    0.113469972476170922E+01    0.677463938163126111E+00    0.432419316099381135E+01    0.311144596805773332E+00    0.480533457063125280E+00    0.592018638898826222E+01    0.799430142993562520E+00    0.898830391926453420E+00    0.312417928652173826E+00    0.760685900600327036E+00   -0.109491085653227302E+03
    0.222963483291266029E+00    0.263680490900286912E+01    0.244475398891647842E-01    0.109758203771969653E+01    0.791216893514043340E+00    0.107280650286543683E+00    0.298174047247075702E+01    0.237831617503736006E-01    0.107408332196534051E+01    0.797430511726399449E+00   -0.272959824777797344E+00    0.171378119087864889E+01    0.568602191167521864E+00    0.177923052950820271E+01    0.395210015868540154E+00    0.105369099779625230E+01    0.206109067155696574E+00    0.792222517593686781E+00   -0.109467685487872870E+03
