    0.133136586167121013E+00    0.269148826515820128E+01    0.253466339562869146E-01    0.104772804760373228E+01    0.722810780137244535E+00   -0.135030461173773730E+01    0.285444920243518974E+01    0.303343046849133768E+00    0.757064050702057734E+00   -0.952970787205810410E+02
    0.211049385214885810E+00    0.176301393426387287E+01    0.238473973210531348E-01    0.111163215345770450E+01    0.755421026542031360E+00    0.452968360639824041E+00    0.822437028370105572E+00    0.411622333476180380E+00    0.656509961845094692E+00   -0.939458234588776264E+02
    0.150198374734498291E+00    0.177526878245243047E+01    0.255690635070821640E-01    0.122352582309532809E+01    0.720469503804681888E+00   -0.146180638228956106E+01    0.213013225221301417E+01    0.338615799332115608E+00    0.558188696107449922E+00   -0.939134610062134954E+02
    0.116160332032039501E+00    0.336914647156776503E+01    0.251206630978615328E-01    0.736117848166376487E+00    0.771742593887173145E+00    0.398887797541922495E+00    0.456059313308363357E+00    0.237213173909955027E+00    0.869317096444425119E+00   -0.938602536599095885E+02
    0.111487221026778258E+00    0.297801439514516808E+01    0.251276029797596265E-01    0.948686257758506013E+00    0.666986480798465120E+00   -0.873307584855275820E+00    0.220866166098827854E+01    0.307088649475221076E+00    0.736534283509199694E+00   -0.937986012888216578E+02
    0.152427369655166373E+00    0.240807817594227425E+01    0.225098557129529107E-01    0.864886907356254397E+00    0.768299066019095034E+00   -0.902783990800584135E+00    0.164629486062620023E+01    0.296361390331934926E+00    0.682909539082523831E+00   -0.936914033119304293E+02
    0.120985536221618076E+00    0.295869951838041167E+01    0.232661421046849830E-01    0.758283389380321249E+00    0.665077089275998068E+00    0.137421826477427089E+01    0.116998078008245332E+01    0.326119599204041433E+00    0.729303642321763479E+00   -0.934185660830000302E+02
    0.102048552271107831E+00    0.266894336734305604E+01    0.249109375825870977E-01    0.117760617009713009E+01    0.697193995414884471E+00   -0.200051622399868556E+01    0.542084614791481956E+00    0.261190810164793230E+00    0.657226648685468429E+00   -0.932006785531453943E+02
    0.937111765459923418E-01    0.318091953391098636E+01    0.241152755631917903E-01    0.129235663098598508E+01    0.682437891845344313E+00   -0.117490056946344446E+01    0.379849285040419593E+01    0.252997678062973852E+00    0.838463813172171890E+00   -0.931093019072481951E+02
    0.103013551028781541E+00    0.287574466242796589E+01    0.205680977542635410E-01    0.977647302003445406E+00    0.666585802325644572E+00    0.987710013455934899E+00    0.166832421745945103E+01    0.278126177140207820E+00    0.698092763950482031E+00   -0.927867404124319819E+02
    0.146361684113640367E+00    0.234018826281833947E+01    0.217901861854785939E-01    0.125491732046156335E+01    0.806644880457552116E+00    0.503251317001187637E+00    0.302935434966271577E+01    0.258426436225675960E+00    0.791692286321962091E+00   -0.926997907745627003E+02
    0.114792111300058369E+00    0.292992956767016466E+01    0.208990367787770838E-01    0.922594948797762493E+00    0.672501466806794013E+00   -0.922474285427064444E+00    0.141107315722748727E+01    0.300030250907199925E+00    0.752805472284927224E+00   -0.926576301437564922E+02
    0.156029296517781080E+00    0.249195110583994861E+01    0.238527308057158299E-01    0.114545962534447954E+01    0.763928248956199263E+00    0.106071473086758683E+01    0.353091093919633359E+01    0.308235484426216622E+00    0.813677839577961137E+00   -0.925802224317335316E+02
    0.161609411523491564E+00    0.228286486907590991E+01    0.198759932978236735E-01    0.915953504517570072E+00    0.641789587729871158E+00    0.152922334732890963E+01    0.414975928312254494E+00    0.440612050510939768E+00    0.657460868636079776E+00   -0.923345463980552239E+02
    0.762679518643908233E-01    0.412887140716055079E+01    0.259282793140062223E-01    0.109258405025984962E+01    0.728591836630363754E+00    0.168762988929710644E+01    0.188530831459993609E+01    0.192515755566848024E+00    0.106082702844926247E+01   -0.922369767603088917E+02
    0.119235130758748850E+00    0.287722242075126289E+01    0.225377894235921847E-01    0.103698096335389267E+01    0.739983208905204859E+00    0.101783118704671161E+00    0.281836188633035523E+01    0.258910435073732736E+00    0.791530877832873792E+00   -0.921650590191765531E+02
    0.209549534306922275E+00    0.202960372182721738E+01    0.189897721287794648E-01    0.109603817921170221E+01    0.812212973264230476E+00    0.945633331782723019E+00    0.208171469207025694E+01    0.346434440798739640E+00    0.785575036479081557E+00   -0.920831198338282491E+02
    0.136793452292515549E+00    0.247688659133036815E+01    0.231588895896041383E-01    0.983664173615150128E+00    0.645281783934053221E+00    0.162000225365574746E+01    0.163270023467148917E+01    0.384141999337537843E+00    0.663660579147255847E+00   -0.920313141812927853E+02
    0.105076081098166629E+00    0.330434955485137927E+01    0.208167309460487206E-01    0.762330540075491281E+00    0.674178870103243955E+00    0.697602693554483899E+00    0.107722946822787735E+01    0.276981434805087856E+00    0.814126282321994688E+00   -0.920096866904009829E+02
    0.109763700941425971E+00    0.260992369790051271E+01    0.258643791127855516E-01    0.121609157677210433E+01    0.716750432568009410E+00   -0.130296108975685687E+01    0.215118080648463783E+01    0.264005932773967666E+00    0.682635713459174398E+00   -0.919569240192111437E+02
    0.177291314744267570E+00    0.238567674647434913E+01    0.197284126279124797E-01    0.945753179643808228E+00    0.819987089756859744E+00    0.622687532655213261E+00    0.551543704938332491E+00    0.293018934196783987E+00    0.791732532826570301E+00   -0.919115492234610656E+02
    0.179623016384304668E+00    0.245995986393196153E+01    0.207335296020233172E-01    0.961267601722307186E+00    0.813059143952810648E+00    0.666774525547792152E+00    0.140594324103748392E+01    0.303081382296242041E+00    0.826630934607253676E+00   -0.918970728866615332E+02
    0.187974342984425946E+00    0.210416162481161351E+01    0.222461712757367619E-01    0.965186336961787794E+00    0.794368477884751956E+00    0.234479194814847602E+01    0.212840186597962244E+01    0.333143304940525908E+00    0.699172176851624139E+00   -0.918719409698050526E+02
