    0.132266112900817273E+00    0.186522616956809850E+01    0.241836386836790582E-01    0.126529187550065481E+01    0.694891914205389649E+00   -0.134577385835553009E+01    0.867509972613765390E+00    0.323996531850694880E+00    0.547566890935866080E+00   -0.108250936514801339E+03
    0.686708530012104246E-01    0.432151744074970257E+01    0.251485925239283460E-01    0.109293286807559453E+01    0.691705135190285758E+00    0.718758933514391352E+00    0.208475647815088561E+01    0.196087930117237491E+00    0.107678526406617170E+01   -0.106379976231659029E+03
    0.871993892765506040E-01    0.348122269588403288E+01    0.211027055431292146E-01    0.944058213353898168E+00    0.647482336463026220E+00    0.382334237419913237E+00    0.312105358433365110E+01    0.258333665713534166E+00    0.827066137979683091E+00   -0.105278028873663573E+03
    0.140272210916883633E+00    0.250813069931561783E+01    0.261429379392556227E-01    0.107747953482347358E+01    0.673705814531746272E+00    0.209313500513576933E+01    0.224914968352455336E+00    0.366650487322767948E+00    0.703820114145517928E+00   -0.104465779305433344E+03
    0.118479882734073796E+00    0.328161622211439141E+01    0.248383892025004771E-01    0.871180438928153111E+00    0.755850425200446985E+00    0.697578935494808761E+00    0.166917523722232697E+01    0.250859088294420607E+00    0.887818271561590100E+00   -0.103956963895343321E+03
    0.113427459581559101E+00    0.266203251666813756E+01    0.190544503030888809E-01    0.113960333966480354E+01    0.648627229048283516E+00   -0.104113755614486792E+01    0.301108384021008257E+01    0.314895335824222633E+00    0.714159592176791480E+00   -0.103849930579133328E+03
    0.123803521231427766E+00    0.255608909093449910E+01    0.251545255584243663E-01    0.104406210010533940E+01    0.740603232166095915E+00   -0.126585396758832758E+01    0.116339730272949904E+01    0.271576860111697682E+00    0.678933910604886282E+00   -0.103458723040644458E+03
    0.997088592679137159E-01    0.308172862343454534E+01    0.253468488271206237E-01    0.107712113611161087E+01    0.674717736802936785E+00    0.124990406706552459E+01    0.278916392845585914E+01    0.274700383539910442E+00    0.754920099326540917E+00   -0.102919444558270058E+03
    0.128136657424130135E+00    0.242757812354521096E+01    0.227160186625320164E-01    0.124519959237956446E+01    0.644331643949440647E+00    0.100192044292935378E+00    0.293877746363858661E+01    0.363357473876246229E+00    0.693119676671073437E+00   -0.102886469449544947E+03
    0.936075981648043093E-01    0.292792806070000378E+01    0.204376915066241012E-01    0.113349594305435430E+01    0.697377888197416307E+00   -0.156332821285510715E+01    0.138753188763493496E+01    0.234499006198301718E+00    0.719643294209011741E+00   -0.102709010518240888E+03
    0.873410049039505393E-01    0.338230547389647551E+01    0.247071585793319122E-01    0.958297795820397758E+00    0.661998882186594972E+00   -0.105679150014818024E+01    0.752285215698250687E+00    0.255676157299832618E+00    0.768212185738261999E+00   -0.102681031497019049E+03
    0.145602209195122401E+00    0.224493301569457149E+01    0.252363810703648689E-01    0.119281396447791765E+01    0.673470031548126125E+00    0.329002096114828113E+00    0.254332464467938513E+01    0.376659936649202831E+00    0.667538804248983930E+00   -0.102579750254586259E+03
    0.100975621503390567E+00    0.338532907244539105E+01    0.194367721260511918E-01    0.103499432771758126E+01    0.681953593594814667E+00    0.467057275246122394E+00    0.264309099460946717E+01    0.258917583534314544E+00    0.921337148766933067E+00   -0.102555285629817249E+03
    0.114976860577428744E+00    0.283280796823723380E+01    0.218446788266923597E-01    0.119457671138190902E+01    0.725068240774251804E+00   -0.715658979308196663E+00    0.314645471985232472E+01    0.260253576844225731E+00    0.809973151629007737E+00   -0.102512876051338552E+03
    0.107317484937609828E+00    0.315845124990552684E+01    0.249987910810795001E-01    0.115955263426472599E+01    0.763204385770224425E+00    0.653710796841304287E+00    0.743082317125846881E-01    0.227159840247977779E+00    0.882284463521263773E+00   -0.102495120350543345E+03
    0.870807363717944205E-01    0.372687358909135380E+01    0.193815221630154362E-01    0.892804662430918383E+00    0.730649392852330992E+00    0.877690456416718945E+00    0.151103420787994858E+01    0.199424090355439676E+00    0.947531884633346588E+00   -0.102473781003836109E+03
    0.121122344690873018E+00    0.246753735140599062E+01    0.225894002886462553E-01    0.108299271540124153E+01    0.680264761021751707E+00    0.173392247288633605E+01    0.422828617645620852E+00    0.310553418450010110E+00    0.650076610931823673E+00   -0.102373450491528459E+03
    0.810413152702687684E-01    0.335072740658180113E+01    0.239855634859231365E-01    0.129150911051135919E+01    0.732526488904734596E+00   -0.187841448648789466E+01    0.192051860960699572E+01    0.195728375422731860E+00    0.833658112965192100E+00   -0.102345450258899888E+03
    0.768743909453157431E-01    0.359944876902083166E+01    0.249365339971483260E-01    0.121807817932392437E+01    0.724310973589430751E+00   -0.147395596597979051E+01    0.120275824499312267E+01    0.194063675731419055E+00    0.868070304306924667E+00   -0.102269348023368991E+03
    0.127909914601830210E+00    0.221885946750871632E+01    0.221105178066068921E-01    0.123591961701800113E+01    0.667243842840693380E+00    0.823918549159216695E+00    0.185061804442722089E+01    0.336962260584666606E+00    0.632329052379899670E+00   -0.102257657026615107E+03
    0.859703822942959189E-01    0.362958949000201647E+01    0.220611504714490134E-01    0.110497919634153585E+01    0.725890174509995156E+00    0.315994860149305268E+01    0.380690517188979727E+00    0.205025888252201083E+00    0.943164430150218114E+00   -0.102240878035805395E+03
    0.133300902733481968E+00    0.260803149366062481E+01    0.204257963728266441E-01    0.108676814690433954E+01    0.673348591615953396E+00    0.165273427323251454E+01    0.203826991434513349E+01    0.339054403926085879E+00    0.752009458141149834E+00   -0.102234338945101612E+03
    0.127614581661382287E+00    0.245553424036765167E+01    0.228626523920961999E-01    0.935655034310375333E+00    0.656450203995452508E+00    0.113006886040302845E+00    0.342570710396272460E+00    0.349194363163255361E+00    0.623243164468319177E+00   -0.102141899720513493E+03
    0.952996123087174463E-01    0.350147415512057325E+01    0.229653127893449036E-01    0.101392005991734790E+01    0.755483698253850755E+00    0.179188635711438060E+01    0.144299447393878588E+01    0.207207640714157704E+00    0.917816706280600303E+00   -0.102139993093152412E+03
    0.125832383990483965E+00    0.233790371814583064E+01    0.223746506125854054E-01    0.111874837491779044E+01    0.662143545031894765E+00    0.488759347308374004E-01    0.238504062427656011E+00    0.338037217713333060E+00    0.629393822599574548E+00   -0.102128060230010732E+03
    0.101602269887837340E+00    0.329614040855981427E+01    0.220762245098059806E-01    0.113920724581503774E+01    0.760088951973374449E+00    0.203419162713641732E+01    0.179696424494020124E+01    0.214074702745554707E+00    0.922826702231472562E+00   -0.102125348277145491E+03
    0.114521400973091825E+00    0.292873501021211435E+01    0.225219524168980834E-01    0.939040325761750450E+00    0.643214695477815179E+00    0.204327324200600202E+01    0.169726308881194582E+00    0.331242505365548723E+00    0.738488639080740583E+00   -0.102055895874217413E+03
    0.833044249649258078E-01    0.370201031424892335E+01    0.205897314481125367E-01    0.112384785553818434E+01    0.673877804058696461E+00    0.247187157700420101E+00    0.173964864213715709E+01    0.228785669068160585E+00    0.962843880090810011E+00   -0.102022950917673057E+03
    0.136093889189402600E+00    0.229284876473975929E+01    0.221856198406546294E-01    0.119165450668587303E+01    0.647294121622353669E+00    0.232558782359573613E+00    0.246402900054959062E+01    0.377764695952929941E+00    0.661367949535399791E+00   -0.102016818551990013E+03
    0.967246540611775146E-01    0.316729053378912973E+01    0.190665938799601774E-01    0.110736042846526495E+01    0.686263372310239927E+00   -0.105997113264284248E+01    0.261200908557710143E+01    0.245863519640059230E+00    0.829008790670521023E+00   -0.101939384935009414E+03
    0.892982013239452532E-01    0.297780044018542345E+01    0.211340468221312625E-01    0.117769095120227618E+01    0.679257900389455993E+00   -0.169011113790440604E+01    0.203943593566551140E+01    0.239346188983361824E+00    0.716900774646967331E+00   -0.101865155949989457E+03
    0.116621874812918316E+00    0.257919813105362072E+01    0.248263660979152166E-01    0.111612662177533850E+01    0.663295835018072766E+00    0.215323859313376786E+01    0.642681477068834384E+00    0.321501505002739829E+00    0.662776729786782370E+00   -0.101773666784265231E+03
    0.951586769369467261E-01    0.352140618894085433E+01    0.187695413036081948E-01    0.759097523333565505E+00    0.696348364623120886E+00    0.104487900600192951E+01    0.593910018860480782E+00    0.234951480174498378E+00    0.869426822394462229E+00   -0.101734390676548756E+03
    0.100781229470735881E+00    0.299767683856895850E+01    0.214218592217719633E-01    0.943968202362646336E+00    0.694685043661451673E+00   -0.179951399370163756E+01    0.127126596040661788E+00    0.253224828314684292E+00    0.722385424200417847E+00   -0.101677116218786267E+03
    0.856279386839748358E-01    0.360229744425948128E+01    0.192600284111670329E-01    0.851121348515860077E+00    0.712115775038648313E+00   -0.170205006335510944E-02    0.689304676610263733E+00    0.206835202143217239E+00    0.866453078521177145E+00   -0.101673295464017102E+03
    0.893386493117538649E-01    0.348473162754593524E+01    0.249364652658966082E-01    0.876724192595881191E+00    0.728862929206219312E+00   -0.667187783770688547E+00    0.672743163059124183E+00    0.215109673578265131E+00    0.807077631519717231E+00   -0.101668420492656551E+03
    0.852183958253549256E-01    0.355222075860070241E+01    0.235101142332936018E-01    0.117189742996180968E+01    0.712164802051099777E+00    0.306865069362478771E+01    0.138264627133587281E+00    0.214379091485319695E+00    0.909943832878247871E+00   -0.101624554170429164E+03
