    0.108987422139888643E+00    0.295450493802895453E+01    0.241496972506190892E-01    0.118187104919201746E+01    0.702702169626526318E+00    0.198841364235939011E+00    0.236938735974253012E+01   -0.344265751829026618E-04    0.110522678006589925E+01   -0.101325055945075543E-01    0.818261417015014869E-02    0.306300761146549583E-01    0.633928601850226175E-02   -0.123327676033180289E-04    0.694760872127864144-309    0.694760872128180346-309    0.465648799171999235-309
    0.106080268439934788E+00    0.303775963591006359E+01    0.240428183786272030E-01    0.116047239506839128E+01    0.685784917766413038E+00    0.100088826519204410E+01    0.228857571169065244E+01   -0.627009050894570012E-04    0.111659107962014437E+01   -0.212360608699818654E-02    0.313646738343606596E-01    0.385551782316089359E-01    0.180540771341102108E-01    0.183533976629018589E-01    0.694760872127864144-309    0.694760872128180346-309    0.465648815943195921-309
    0.104048599257499985E+00    0.294461178193691708E+01    0.241813707811616603E-01    0.113014092850383152E+01    0.679070693515462120E+00    0.375878952926099075E+00    0.240710776635269541E+01   -0.127010747511549233E-03    0.100894656799286886E+01   -0.614059884284505475E-02   -0.264573787909178071E-02    0.242193362069285240E-01    0.322163569324496260E-01    0.837225746661996589E-02    0.694760872127864144-309    0.694760872128180346-309    0.465648800013412792-309
    0.104516811061807463E+00    0.304546977456488133E+01    0.220234073670059899E-01    0.101808153161613069E+01    0.693624880288331580E+00    0.422560808060871373E+00    0.218757533804217630E+01   -0.394459517677532784E-03    0.113682863690870062E+01   -0.184194237062356159E-01    0.300689497251063198E-01    0.465674501323702222E-01   -0.135514854972405181E-01   -0.164140791611577103E-02    0.694760872127864144-309    0.694760872128180346-309    0.465648785585431125-309
    0.104676953289576533E+00    0.315539405989721322E+01    0.253211625267508178E-01    0.117269278097412144E+01    0.699193302180574516E+00    0.734926616566976776E+00    0.214448484002908124E+01   -0.291098217265766898E-03    0.982308326958296840E+00   -0.305598410534747567E-01    0.302721795764610696E-01    0.516489404454912732E-01    0.191354644797392462E-01    0.100822912933426281E-01    0.694760872127864144-309    0.694760872128180346-309    0.465648795426270185-309
    0.110212134228965433E+00    0.306183967604818807E+01    0.250791788509983418E-01    0.105705129182916990E+01    0.690009116730760264E+00    0.176785615037720767E+01    0.247252604616584160E+01    0.120866257633861908E-03    0.101522359107255911E+01    0.276633185649273611E-01    0.856076428143051626E-02    0.497598300246826081E-01    0.808559039540909102E-02    0.157100770676312715E-01    0.694760872127864144-309    0.694760872128180346-309    0.465648781807923773-309
    0.111428468146164986E+00    0.284864859343044241E+01    0.238860557139551032E-01    0.106665227656727035E+01    0.684658335436445387E+00    0.659442567962867265E+00    0.237935793345927182E+01   -0.134757935963717335E-03    0.114270604896246430E+01    0.295354615994231490E-01    0.212096172121235826E-02    0.349115799071653826E-01    0.127647952072403176E-01    0.172534980291700474E-01    0.694760872127864144-309    0.694760872128180346-309    0.465648748281893854-309
    0.107102553665818986E+00    0.297524102284249414E+01    0.239467764568322763E-01    0.107158958803992821E+01    0.681708449890048418E+00    0.768445984657249781E+00    0.216010637559944385E+01   -0.363202960842912365E-03    0.112544395640199002E+01   -0.174848778368572599E-01    0.721877306870404023E-02    0.411207623282924956E-01    0.927062892042884029E-02    0.192403048103794300E-01    0.694760872127864144-309    0.694760872128180346-309    0.465648748281893854-309
    0.115696532140412173E+00    0.302888658719505122E+01    0.240035043488314170E-01    0.101668266054889678E+01    0.687936604033152044E+00   -0.134060573025664098E+00    0.224117978789336458E+01   -0.230458976445337680E-03    0.104961199958723816E+01    0.145419202448234947E-01    0.942791232184492234E-02    0.312114401792583096E-01   -0.194413107931682566E-02    0.159877145259858938E-01    0.694760872127864144-309    0.694760872128180346-309    0.465648748281893854-309
    0.110664663132224186E+00    0.297235615999766534E+01    0.245621931886187278E-01    0.103312468994727769E+01    0.669992600067194299E+00    0.284740552973673289E+00    0.234700569250439139E+01   -0.117930229112063662E-03    0.116746368960685665E+01    0.191693093333433345E-01    0.500892186193535593E-03    0.488752666603907010E-01    0.168005920093154057E-01   -0.121098403525424225E-02    0.694760872127864144-309    0.694760872128180346-309    0.465648794600429576-309
    0.105679078628878473E+00    0.301996873872096083E+01    0.229851695282154919E-01    0.116223109583045536E+01    0.682392005213375286E+00    0.727103916486202095E+00    0.229484835872971438E+01   -0.111609659894185012E-03    0.109949476275681279E+01    0.382257652666186526E-01    0.286314930393058997E-01    0.318019759935362911E-01   -0.898110919836557497E-02   -0.383277767842351777E-02    0.694760872127864144-309    0.694760872128180346-309    0.465648782958503849-309
    0.106803688707914263E+00    0.288930626092688847E+01    0.241464018048040303E-01    0.116545750616232668E+01    0.674039468944090503E+00    0.100543934060339613E+01    0.238277013806951610E+01   -0.938219325056215570E-04    0.128200178818867960E+01    0.432759918840506658E-01    0.166131072870481650E-01    0.148863009779447858E-01   -0.113170467605712040E-01    0.555895719071587691E-03    0.694760872127864144-309    0.694760872128180346-309    0.465648782807675489-309
    0.988396501431927782E-01    0.314771171994329357E+01    0.246513927825045623E-01    0.113285438907481550E+01    0.689582671800967772E+00    0.332688240658995049E+00    0.234013471725853783E+01    0.826177679308393595E-04    0.112008919703882559E+01    0.459307818387305195E-01    0.147767424771342443E-01    0.149028556466059142E-01    0.176893962428682841E-01    0.627764109013511512E-02    0.694760872127864144-309    0.694760872128180346-309    0.465648786428504744-309
    0.903765299650867021E-01    0.327000485702117683E+01    0.256974659961217745E-01    0.118041796675493704E+01    0.662539269851661339E+00    0.714248211005982014E+00    0.257760272344192298E+01   -0.124500506556149827E-03    0.123808230814740350E+01    0.146993060045175344E-01    0.180716041504253577E-01    0.164380564609654944E-01    0.608663345096179670E-02    0.975496135372676959E-02    0.694760872127864144-309    0.694760872128180346-309    0.465648769962759202-309
    0.910142481687822302E-01    0.321126862572603056E+01    0.249700276109958014E-01    0.114486230896830410E+01    0.647462596937735335E+00    0.419289041165613163E+00    0.259456150576136269E+01   -0.142469853299805212E-03    0.113561058168335149E+01    0.203271913219842254E-01    0.325912367234060391E-01    0.476391305373221469E-01    0.251072834899652986E-01    0.125511486568002581E-01    0.694760872127864144-309    0.694760872128180346-309    0.465648799171999235-309
    0.105513767626566488E+00    0.310867245840177242E+01    0.236499667022711212E-01    0.104325187628876748E+01    0.684002082787768861E+00    0.285154724280580751E-01    0.215377831116540186E+01   -0.101565676980471973E-04    0.112851471440180284E+01    0.397920791935452572E-01    0.278047385098613431E-01    0.303845479392958751E-01    0.157628556739763809E-01    0.185873597481931510E-01    0.694760872127864144-309    0.694760872128180346-309    0.465648800013412792-309
    0.967639887518245700E-01    0.325627164365119093E+01    0.252061038556822374E-01    0.115551534500457276E+01    0.687009282554139844E+00   -0.117453424435831622E+00    0.236933286244537333E+01   -0.521406147314702620E-04    0.115397491824865428E+01    0.381410920077775301E-01    0.632434963031997810E-01    0.134627426053439414E-02    0.132597966136311085E-01    0.106939662064657257E-01    0.694760872127864144-309    0.694760872128180346-309    0.465648798753426819-309
    0.963395635974014786E-01    0.315040472203869815E+01    0.247203241752883447E-01    0.121471490536012050E+01    0.678248222869952011E+00    0.155438438968949377E+00    0.221978620208408284E+01    0.816760648150472455E-04    0.127804021445542704E+01    0.214223223876965213E-01    0.472770329863956840E-01    0.482066727622840197E-03    0.115889772418127923E-01    0.221322739072851993E-01    0.694760872127864144-309    0.694760872128180346-309    0.465648812289086404-309
    0.987849688333427151E-01    0.299941313939067955E+01    0.242714149511587818E-01    0.123842023903947274E+01    0.684729858723910123E+00    0.725151531008998873E+00    0.240367820306583901E+01   -0.105639064194920683E-03    0.966495650064599476E+00    0.514079273597385505E-01    0.252544770640577287E-01    0.314884431168754170E-01   -0.186928499793834191E-02    0.528445462606802474E-02    0.694760872127864144-309    0.694760872128180346-309    0.465648750184560419-309
    0.933254330799623694E-01    0.318102445787115196E+01    0.256621292478995539E-01    0.126212027436063634E+01    0.654222646639377903E+00    0.560839699398067992E+00    0.261838285070786014E+01   -0.262867486174682180E-03    0.116373006068482576E+01   -0.247457511251630430E-01    0.251247752585253281E-01    0.491265215897570412E-01    0.401363181118961215E-02    0.205170731862069633E-01    0.694760872127864144-309    0.694760872128180346-309    0.465648763876107597-309
    0.957966781634864983E-01    0.357297396058942285E+01    0.253797085361722255E-01    0.912917997968565209E+00    0.664562323177320224E+00    0.118662589376302563E+01    0.204147434936378902E+01    0.220694553387155881E-03    0.100965697561116130E+01   -0.522332837768155755E-01    0.236471681089093083E-01    0.163714878093481897E-01    0.645557248593964933E-02   -0.143422901980237404E-01    0.694760872127864144-309    0.694760872128180346-309    0.465648782958187647-309
    0.100859190486462635E+00    0.319739921718251008E+01    0.253903472308217963E-01    0.106378756087703152E+01    0.672722904588401449E+00    0.810854015499456793E+00    0.218387192589684132E+01    0.728537478130503093E-04    0.922070840295356575E+00   -0.203373476752567034E-01   -0.450260801851654069E-02    0.184738688856114774E-03    0.279175461565570049E-03   -0.699042051869944517E-02    0.694760872127864144-309    0.694760872128180346-309    0.465648782502224344-309
    0.104659435357942296E+00    0.324981512378538584E+01    0.261386098478439063E-01    0.102889807255961085E+01    0.669264896736025294E+00    0.469777284924854044E+00    0.222503336797176177E+01    0.960735466136462867E-04    0.102156431092944855E+01   -0.396976552211874278E-01    0.107125631866033383E-01    0.127381692087854687E-01    0.765761616482214802E-02    0.459097691227375315E-02    0.694760872127864144-309    0.694760872128180346-309    0.465648782958503849-309
    0.104539656925675517E+00    0.320762987960465384E+01    0.243865323328908180E-01    0.975089989840949523E+00    0.686935434481756868E+00    0.674962529990127180E+00    0.222386141856245434E+01    0.170160980234291452E-03    0.100352286695204262E+01    0.381753895850862474E-01    0.163685685993469193E-01    0.130191098985463910E-01    0.692345523517387540E-02   -0.108015165649047035E-01    0.694760872127864144-309    0.694760872128180346-309    0.465648815910310912-309
    0.101780130281792489E+00    0.318206134135256358E+01    0.244236230139490973E-01    0.115967005553118740E+01    0.698456446466342085E+00    0.573235702624803167E+00    0.266462306787827696E+01   -0.195244509591192773E-03    0.792866356465464883E+00    0.109724346059272143E-01   -0.977924911422365511E-02    0.147507219486584656E-01    0.965842346090896309E-02   -0.206473392196107261E-02    0.694760872127864144-309    0.694760872128180346-309    0.465648785172629397-309
    0.100437110075247055E+00    0.321279331695089798E+01    0.252235631515455687E-01    0.114368940102033356E+01    0.707780604966753102E+00    0.108956770789202295E+01    0.257347467445195655E+01   -0.691357904756377539E-04    0.102524793363306044E+01   -0.141397243515162252E-01   -0.131729485567139357E-01    0.608789604795010736E-01   -0.697579249174373403E-02    0.345315945952231335E-02    0.694760872127864144-309    0.694760872128180346-309    0.465648785032393804-309
    0.105090762714464894E+00    0.294406546110072043E+01    0.244223444848616529E-01    0.115831386905091760E+01    0.683820654197988764E+00   -0.736199756045801124E-01    0.247543035385156784E+01   -0.156957659286952175E-03    0.910343998999072479E+00    0.360405814901651605E-01   -0.851955597679771026E-02    0.839832671523416119E-02   -0.285073280647327870E-02   -0.677355233482012861E-02    0.694760872127864144-309    0.694760872128180346-309    0.465648799171999235-309
    0.969433752958313993E-01    0.334896328302453838E+01    0.258842017504165751E-01    0.113555542198813386E+01    0.688986778844252856E+00    0.114718689540771024E+00    0.240108385326882967E+01   -0.103510480608450407E-04    0.101006253384360178E+01    0.359120981964608371E-01    0.208117707470225483E-01    0.428013290352827203E-02    0.166473716738323174E-01   -0.148751688597474618E-02    0.694760872127864144-309    0.694760872128180346-309    0.465648789670919239-309
    0.934743454681571523E-01    0.341047880312609530E+01    0.251241839595503849E-01    0.101210876166406205E+01    0.694212893745302928E+00    0.157047117325054941E+00    0.246268787210915274E+01   -0.118193194117097937E-03    0.102642931671102033E+01    0.852555626696387264E-01    0.149218551194102572E-01    0.344906403189749883E-01    0.231351948481531566E-01   -0.121306200074020633E-01    0.694760872127864144-309    0.694760872128180346-309    0.465648787542800639-309
    0.929394038887761953E-01    0.320859891713168643E+01    0.253598202322325543E-01    0.119452854125910402E+01    0.654005144343956735E+00    0.372065058049111386E+00    0.216537394592317778E+01    0.330992483370385173E-04    0.104955771645267015E+01    0.390475838598922792E-01    0.327095605587677113E-01   -0.145942365583698191E-01    0.222765692622257927E-02   -0.908294980736371049E-03    0.694760872127864144-309    0.694760872128180346-309    0.465648785188913801-309
