    0.127906176948340555E+00    0.326877322362828027E+01    0.220383089759017131E-01    0.126175826701965876E+01    0.809232026248524861E+00    0.664494221360535237E-01    0.487830909099849297E+01    0.240028973482756640E-01    0.889989150731026579E+00    0.699624515958050530E+00    0.149583428056315260E+01   -0.898981881209745204E+00    0.310071549981044026E+01    0.807903657806620146E+01    0.228973053279361988E+00    0.115385882547910290E+01    0.184794767165445434E+00    0.131507636776556125E+01   -0.101516364138029189E+03
    0.928771486207570773E-01    0.394733814724714804E+01    0.222903761924942365E-01    0.127866509898708713E+01    0.779998610870593856E+00    0.557027221938908232E-01    0.349349836003989944E+01    0.259302171244076840E-01    0.115430252484190143E+01    0.647995769430930291E+00    0.349301038964697419E+01   -0.152260916398094448E+01    0.279370319516331556E+01    0.432522432835278181E+01    0.189296408655586557E+00    0.127972808934421711E+01    0.194411115958586928E+00    0.604085355704385263E+00   -0.101375775479755063E+03
    0.239199609782823536E+00    0.251496202618888853E+01    0.238848531471197584E-01    0.795012355914726188E+00    0.785009405515505465E+00    0.119481622529878942E+00    0.283252459057736328E+01    0.206534436834133125E-01    0.115629467756622084E+01    0.754038805700836257E+00   -0.321394873844630169E+01   -0.400734465046498123E+00    0.176693113440778937E+01    0.607524366870541233E+00    0.426918996672660978E+00    0.878933641207759186E+00    0.246467369113602369E+00    0.833986341139612342E+00   -0.100625578325363463E+03
    0.243848390003194831E+00    0.248834212005736077E+01    0.210905939851340762E-01    0.890675634363443547E+00    0.745361526253633389E+00    0.143192616098778924E+00    0.380093713750488238E+01    0.206479756803379585E-01    0.750473601066716234E+00    0.796527196634465695E+00   -0.992320415708303649E+00    0.928842045811564709E+00    0.686808118034933357E+00    0.915849169462141433E+01    0.476883090096349438E+00    0.914285167594075632E+00    0.258238083549158892E+00    0.128305899034185833E+01   -0.100393600104159049E+03
    0.210069661445078104E+00    0.268637003954721898E+01    0.189208898603604320E-01    0.741446364030790783E+00    0.774651724890754734E+00    0.122274802795568391E+00    0.359507473280154688E+01    0.252470433314941380E-01    0.108859122969485433E+01    0.710362335093509545E+00    0.395801473361275313E+01    0.134641437909923667E+01    0.230998511198907153E+01    0.510657048556898285E+01    0.381596671773949125E+00    0.901807674015776550E+00    0.292345549161913132E+00    0.114106072349501186E+01   -0.994884354281887227E+02
    0.113254167203641898E+00    0.239196700587694355E+01    0.213081679875577537E-01    0.111670931533726292E+01    0.703060933931401233E+00    0.157330158826284372E+00    0.263992716878515266E+01    0.262442874273160244E-01    0.105779028898481986E+01    0.667231949563339755E+00    0.404011994657690465E+01    0.658939286197471219E+00    0.178764240500804217E+01    0.959996849606757330E+01    0.272231002076157580E+00    0.619471545044257943E+00    0.412342936377302183E+00    0.794747116838115608E+00   -0.992256674523612503E+02
    0.184421659758339324E+00    0.253895381179800950E+01    0.240104081203906736E-01    0.715887832235219235E+00    0.746084805284957020E+00    0.171893302068335030E+00    0.356752536105097384E+01    0.208171172964078353E-01    0.127896900333931729E+01    0.712301868504393809E+00   -0.118793529483843141E+01    0.958556801126206892E+00    0.200270320901924048E+01    0.377795709637271271E+01    0.374445095631071478E+00    0.746697778355694286E+00    0.379819300246905800E+00    0.156733249691297072E+01   -0.991375862059751682E+02
    0.302685125252893428E+00    0.197250468313123006E+01    0.196113566468987220E-01    0.799442757665132397E+00    0.734764563799223502E+00    0.170860580114042732E+00    0.297490508554620314E+01    0.251055085950862324E-01    0.105329508440508324E+01    0.790423394624053310E+00   -0.669938626343751231E+00    0.254736498624678731E+01    0.106026474822704908E+01    0.261533586279875241E+01    0.596979143961808068E+00    0.735763996321280644E+00    0.313661599611968156E+00    0.104777481943646977E+01   -0.989983091253070313E+02
    0.273181517255597694E+00    0.171532210652100181E+01    0.212646620127607267E-01    0.117568256410746774E+01    0.777962147338857823E+00    0.189042633350292394E+00    0.318758929078614983E+01    0.228109563131659691E-01    0.960000110578211441E+00    0.766631806840973318E+00   -0.586584350114531361E+00    0.240516195533600907E+01    0.276707034074767089E+01    0.176751038674720418E+01    0.486506884725986466E+00    0.772033707977181183E+00    0.360464217383624608E+00    0.118522112639746924E+01   -0.989369732655334104E+02
    0.193772095131269306E+00    0.217300128736115017E+01    0.257045421183621711E-01    0.114646611351944472E+01    0.655231218970008689E+00    0.136211234538592574E+00    0.463803330936502167E+01    0.213097814744995367E-01    0.830886883817888666E+00    0.748205015477174662E+00   -0.561017926141262624E+01    0.305416805293156735E+01    0.133906421109216289E+01    0.324126570146624049E+01    0.511209757225068340E+00    0.729441261291756682E+00    0.281382623267550314E+00    0.192791337923933637E+01   -0.989300937962429856E+02
