    0.124110087098587660E+00    0.368476012191158198E+01    0.221812283795118359E-01    0.815442617775987699E+00    0.760479057112888546E+00    0.504288438872817490E-01    0.185332475874794378E+01    0.241048815208541461E-01    0.102807089022483855E+01    0.693783903841696858E+00    0.107105534223177123E+01   -0.897915414489559360E+00    0.123085019439126886E+01    0.857366668833274126E+01    0.252955442638721606E+00    0.111881549457090101E+01    0.154847568254924572E+00    0.242118164545181480E+00   -0.971876818201128145E+02
    0.170765571604654831E+00    0.218293879502373978E+01    0.239476935076302702E-01    0.125551573665996719E+01    0.660059033136165763E+00    0.113611232712196517E+00    0.270160268488763755E+01    0.201176099045819352E-01    0.104638168132704590E+01    0.649772208222724190E+00   -0.176536972740908205E+01   -0.835839242927002957E+00    0.106401910591830218E+01    0.484523429616552015E+01    0.446920197112251616E+00    0.731038406788746764E+00    0.316739934105135068E+00    0.697505683073081917E+00   -0.971502070512842835E+02
    0.303027534423955192E+00    0.241758265024828001E+01    0.229230077875703861E-01    0.884294937682543192E+00    0.760087330583513743E+00    0.113951278878551041E+00    0.305245474221597579E+01    0.248991329018441315E-01    0.985733097782438561E+00    0.747666345216300710E+00    0.302339904557758388E+00    0.205450351173259449E+01    0.146362617545884732E+01    0.259706830909616571E+01    0.564189137879247959E+00    0.958513342455276529E+00    0.248388513126449606E+00    0.806317977384261031E+00   -0.971357796537046454E+02
    0.128810600252117685E+00    0.328512159106603630E+01    0.188108404264808633E-01    0.102472432427779303E+01    0.665464838834641470E+00    0.568258999599152992E-01    0.276366295159761322E+01    0.253418103799807372E-01    0.113127079082747350E+01    0.711781709899532045E+00   -0.467527826390754964E+01   -0.215843618607314136E+01    0.947470295779724747E+00    0.714938206806815124E+01    0.333349042654333183E+00    0.101754950484075457E+01    0.162183824365691787E+00    0.430437015242515097E+00   -0.971070775871374678E+02
    0.985796683664753454E-01    0.282162458438081831E+01    0.216756672236381939E-01    0.121946572562796263E+01    0.717182029487160033E+00    0.110716918339087908E+00    0.328411580085763966E+01    0.254985019838738988E-01    0.956793349569047713E+00    0.668354960004454157E+00   -0.299967711328112463E+01    0.173069221734965506E+01    0.156058138955637471E+01    0.557032322791022949E+01    0.233800565301215929E+00    0.730286515199604969E+00    0.304938264360421096E+00    0.854738688707351590E+00   -0.965813845618263258E+02
    0.251257497850082834E+00    0.301428010191110562E+01    0.260948140677816146E-01    0.783698116032766512E+00    0.809331949476005064E+00    0.838978257673436006E-01    0.393871201124828474E+01    0.203644594955519585E-01    0.992967679812969406E+00    0.722398588696859356E+00   -0.787276300399559759E-01    0.876431055516823321E+00    0.148177983906703137E+01    0.367903736708204132E+01    0.423426875828296190E+00    0.114438527382736499E+01    0.199789868957152783E+00    0.105220987944832411E+01   -0.963434581113031356E+02
    0.261541983130243239E+00    0.288306694810586972E+01    0.260873927446638801E-01    0.102361686196986845E+01    0.729714601086423942E+00    0.629254659768126307E-01    0.323809421908900719E+01    0.207648782313363776E-01    0.108640269578300419E+01    0.760320290725150394E+00   -0.283104317065687550E+01   -0.189500259608664123E+01    0.830239156704158654E-01    0.385843245969588544E+01    0.540165902625857508E+00    0.118380058343937788E+01    0.144771206141320802E+00    0.616634729101919743E+00   -0.961428083498182673E+02
    0.245425270056962797E+00    0.183304767949594649E+01    0.249011034817278390E-01    0.918046535632683347E+00    0.654099346018347072E+00    0.206443582162082057E+00    0.186019642174876565E+01    0.234853606101476063E-01    0.103860605940000972E+01    0.722180399389456551E+00    0.327133623249116567E+01    0.203451682335188622E+01    0.102752625255154739E+01    0.919141834187091256E+01    0.631831084809826415E+00    0.621394029739963938E+00    0.440861575324369037E+00    0.646873274460502579E+00   -0.960379962658909818E+02
    0.246725415098336204E+00    0.308798397485858356E+01    0.206048802509858110E-01    0.830228714046013394E+00    0.726618644978227812E+00    0.735146174440377137E-01    0.436265076229661730E+01    0.219932914937267104E-01    0.747410931555020697E+00    0.765321639936148435E+00   -0.259752746760568165E+01   -0.816262908342134885E+00    0.133594329974249226E+01    0.704506929776309665E+01    0.506331682214392287E+00    0.119659699245095141E+01    0.163061468726840797E+00    0.107266742248058988E+01   -0.959071434104408667E+02
    0.237358681656848813E+00    0.202785254613801236E+01    0.201113610598151679E-01    0.898224674165846171E+00    0.739551857874943153E+00    0.133784360255663343E+00    0.302718926661505261E+01    0.211446147133621254E-01    0.975214681448529630E+00    0.740446659070911117E+00   -0.368313399688540111E+01   -0.597410269368321423E+00    0.120799457324810744E+01    0.265294852224152899E+01    0.470749036955437961E+00    0.722275566966709026E+00    0.282582388553699104E+00    0.904471521619333085E+00   -0.958090349173951523E+02
    0.115625958509505411E+00    0.363951310642752546E+01    0.233539640804240958E-01    0.106170337633183931E+01    0.730355027970081339E+00    0.440886361735984139E-01    0.430991050926725183E+01    0.223938271706983633E-01    0.985732008242398594E+00    0.697594105418484434E+00    0.409351512327882183E+01   -0.244783893372107331E+01    0.427587878499806506E+00    0.379538862381544284E+01    0.260545765134504559E+00    0.113625848123630413E+01    0.136615978912192265E+00    0.745413134876155237E+00   -0.957615097047542179E+02
    0.229397751127217858E+00    0.240331543483462262E+01    0.235762554325870642E-01    0.938540208459288761E+00    0.770110314276389873E+00    0.129202237540782527E+00    0.414449477229582097E+01    0.239004291829884724E-01    0.997762948401092697E+00    0.663502809344020839E+00   -0.549144578464355337E+01   -0.131602429474902749E+00    0.394172230658816292E+00    0.928676172579352155E+01    0.426550071416526733E+00    0.871028017208558825E+00    0.347774090198128494E+00    0.148773241872772499E+01   -0.955627363657036994E+02
    0.204103906502477450E+00    0.230879779213957104E+01    0.218661710415453264E-01    0.878292519730478616E+00    0.691024423511945596E+00    0.111271348649835788E+00    0.361520360959594189E+01    0.206221979219478151E-01    0.881190681646527363E+00    0.769197618323228194E+00   -0.388869080285756397E+00   -0.121321305849607874E+01    0.538940287534088514E+00    0.905091176854151236E+01    0.473221142807894901E+00    0.743358805888347129E+00    0.222919307233711894E+00    0.104883842724576137E+01   -0.953374716443700834E+02
    0.172635749487698664E+00    0.243816011538383881E+01    0.241893744612019339E-01    0.921925028543329694E+00    0.662053177328505993E+00    0.153540822064617610E+00    0.476371629644005790E+01    0.215722827657599397E-01    0.123271549289389659E+01    0.758387451218081710E+00    0.125444509111083846E+01    0.228021062775397709E+01    0.158403776562227971E+01    0.472768040383275512E+01    0.449050087410290455E+00    0.722574871099219251E+00    0.304464296562751979E+00    0.265683080639929203E+01   -0.953197438098325733E+02
    0.925000054551398110E-01    0.415572318341101443E+01    0.205921544027609926E-01    0.122955724817367029E+01    0.746357905836592783E+00    0.348663018784221707E-01    0.278031608663206420E+01    0.226247273103387277E-01    0.955646969602262031E+00    0.797433106129628255E+00    0.224746507918392879E+01    0.123146417992637502E+01    0.147514410806391294E+01    0.182622050786895862E+01    0.203019719528889558E+00    0.139199014181961833E+01    0.904089779548168937E-01    0.279272448217773972E+00   -0.952278238668294534E+02
    0.677993024642993825E-01    0.413188809767037135E+01    0.233580978889035423E-01    0.111652142865042925E+01    0.719064061186639680E+00    0.708290462951929184E-01    0.335858947440789546E+01    0.215087382562236529E-01    0.100100398255073997E+01    0.795833408196659153E+00   -0.100382992408152383E+01   -0.251079674660717345E+00    0.281357133427441353E+01    0.301061560935841666E+01    0.176301807504797292E+00    0.100078756259142310E+01    0.145792477988919700E+00    0.693402819638680112E+00   -0.951748320891856139E+02
